Release date,Product Family,Product,Platform,Impact,Max Severity,Article,Article (Link),Supercedence,Download,Download (Link),Build Number,Details,Details (Link),Base Score,Temporal Score,Customer Action Required
8 apr 2025,Windows,Windows Server 2016,,Remote Code Execution,Important,5055521,https://support.microsoft.com/help/5055521,5053594,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5055521,10.0.14393.7969,CVE-2025-26671,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2025-26671,8.1,7.1,true
8 apr 2025,Windows,Windows Server 2016,,Elevation of Privilege,Important,5055521,https://support.microsoft.com/help/5055521,5053594,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5055521,10.0.14393.7969,CVE-2025-26648,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2025-26648,7.8,6.8,true
8 apr 2025,Windows,Windows Server 2019,,Elevation of Privilege,Important,5055519,https://support.microsoft.com/help/5055519,5053596,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5055519,10.0.17763.7136,CVE-2025-26640,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2025-26640,7.0,6.1,true
8 apr 2025,Windows,Windows Server 2016,,Elevation of Privilege,Important,5055521,https://support.microsoft.com/help/5055521,5053594,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5055521,10.0.14393.7969,CVE-2025-26687,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2025-26687,7.5,6.5,true
8 apr 2025,Windows,Windows Server 2016,,Remote Code Execution,Important,5055521,https://support.microsoft.com/help/5055521,5053594,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5055521,10.0.14393.7969,CVE-2025-26668,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2025-26668,7.5,6.5,true
8 apr 2025,Windows,Windows Server 2019,,Remote Code Execution,Important,5055519,https://support.microsoft.com/help/5055519,5053596,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5055519,10.0.17763.7136,CVE-2025-26666,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2025-26666,7.8,6.8,true
8 apr 2025,Windows,Windows Server 2019,,Elevation of Privilege,Important,5055519,https://support.microsoft.com/help/5055519,5053596,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5055519,10.0.17763.7136,CVE-2025-29810,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2025-29810,7.5,6.5,true
8 apr 2025,Windows,Windows Server 2016,,Security Feature Bypass,Important,5055521,https://support.microsoft.com/help/5055521,5053594,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5055521,10.0.14393.7969,CVE-2025-29809,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2025-29809,7.1,6.5,true
8 apr 2025,Windows,Windows Server 2016,,Elevation of Privilege,Important,5055521,https://support.microsoft.com/help/5055521,5053594,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5055521,10.0.14393.7969,CVE-2025-27733,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2025-27733,7.8,6.8,true
8 apr 2025,Windows,Windows Server 2019,,Elevation of Privilege,Important,5055519,https://support.microsoft.com/help/5055519,5053596,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5055519,10.0.17763.7136,CVE-2025-27733,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2025-27733,7.8,6.8,true
8 apr 2025,Windows,Windows Server 2016,,Denial of Service,Important,5055521,https://support.microsoft.com/help/5055521,5053594,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5055521,10.0.14393.7969,CVE-2025-27486,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2025-27486,7.5,6.5,true
8 apr 2025,Windows,Windows Server 2019,,Denial of Service,Important,5055519,https://support.microsoft.com/help/5055519,5053596,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5055519,10.0.17763.7136,CVE-2025-27486,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2025-27486,7.5,6.5,true
8 apr 2025,Windows,Windows Server 2019,,Remote Code Execution,Important,5055519,https://support.microsoft.com/help/5055519,5053596,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5055519,10.0.17763.7136,CVE-2025-27481,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2025-27481,8.8,7.7,true
8 apr 2025,Windows,Windows Server 2016,,Remote Code Execution,Critical,5055521,https://support.microsoft.com/help/5055521,5053594,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5055521,10.0.14393.7969,CVE-2025-27480,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2025-27480,8.1,7.1,true
8 apr 2025,Windows,Windows Server 2016,,Denial of Service,Important,5055521,https://support.microsoft.com/help/5055521,5053594,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5055521,10.0.14393.7969,CVE-2025-27469,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2025-27469,7.5,6.5,true
8 apr 2025,Windows,Windows Server 2019,,Denial of Service,Important,5055519,https://support.microsoft.com/help/5055519,5053596,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5055519,10.0.17763.7136,CVE-2025-27469,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2025-27469,7.5,6.5,true
8 apr 2025,Windows,Windows Server 2019,,Elevation of Privilege,Important,5055519,https://support.microsoft.com/help/5055519,5053596,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5055519,10.0.17763.7136,CVE-2025-26679,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2025-26679,7.8,6.8,true
8 apr 2025,Windows,Windows Server 2019,,Security Feature Bypass,Important,5055519,https://support.microsoft.com/help/5055519,5053596,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5055519,10.0.17763.7136,CVE-2025-26678,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2025-26678,8.4,7.3,true
8 apr 2025,Windows,Windows Server 2016,,Information Disclosure,Important,5055521,https://support.microsoft.com/help/5055521,5053594,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5055521,10.0.14393.7969,CVE-2025-26676,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2025-26676,6.5,5.7,true
8 apr 2025,Windows,Windows Server 2019,,Information Disclosure,Important,5055519,https://support.microsoft.com/help/5055519,5053596,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5055519,10.0.17763.7136,CVE-2025-26676,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2025-26676,6.5,5.7,true
8 apr 2025,Windows,Windows Server 2016,,Denial of Service,Important,5055521,https://support.microsoft.com/help/5055521,5053594,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5055521,10.0.14393.7969,CVE-2025-26673,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2025-26673,7.5,6.5,true
8 apr 2025,Windows,Windows Server 2019,,Denial of Service,Important,5055519,https://support.microsoft.com/help/5055519,5053596,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5055519,10.0.17763.7136,CVE-2025-26673,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2025-26673,7.5,6.5,true
8 apr 2025,Windows,Windows Server 2016,,Information Disclosure,Important,5055521,https://support.microsoft.com/help/5055521,5053594,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5055521,10.0.14393.7969,CVE-2025-26672,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2025-26672,6.5,5.7,true
8 apr 2025,Windows,Windows Server 2019,,Information Disclosure,Important,5055519,https://support.microsoft.com/help/5055519,5053596,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5055519,10.0.17763.7136,CVE-2025-26672,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2025-26672,6.5,5.7,true
8 apr 2025,Windows,Windows Server 2019,,Remote Code Execution,Important,5055519,https://support.microsoft.com/help/5055519,5053596,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5055519,10.0.17763.7136,CVE-2025-26674,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2025-26674,7.8,6.8,true
8 apr 2025,Windows,Windows Server 2019,,Remote Code Execution,Important,5055519,https://support.microsoft.com/help/5055519,5053596,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5055519,10.0.17763.7136,CVE-2025-26671,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2025-26671,8.1,7.1,true
8 apr 2025,Windows,Windows Server 2016,,Remote Code Execution,Critical,5055521,https://support.microsoft.com/help/5055521,5053594,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5055521,10.0.14393.7969,CVE-2025-26670,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2025-26670,8.1,7.1,true
8 apr 2025,Windows,Windows Server 2019,,Remote Code Execution,Critical,5055519,https://support.microsoft.com/help/5055519,5053596,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5055519,10.0.17763.7136,CVE-2025-26670,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2025-26670,8.1,7.1,true
8 apr 2025,Windows,Windows Server 2016,,Denial of Service,Important,5055521,https://support.microsoft.com/help/5055521,5053594,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5055521,10.0.14393.7969,CVE-2025-26652,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2025-26652,7.5,6.5,true
8 apr 2025,Windows,Windows Server 2019,,Denial of Service,Important,5055519,https://support.microsoft.com/help/5055519,5053596,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5055519,10.0.17763.7136,CVE-2025-26652,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2025-26652,7.5,6.5,true
8 apr 2025,Windows,Windows Server 2016,,Elevation of Privilege,Important,5055521,https://support.microsoft.com/help/5055521,5053594,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5055521,10.0.14393.7969,CVE-2025-26647,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2025-26647,8.8,7.7,true
8 apr 2025,Windows,Windows Server 2019,,Elevation of Privilege,Important,5055519,https://support.microsoft.com/help/5055519,5053596,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5055519,10.0.17763.7136,CVE-2025-26647,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2025-26647,8.8,7.7,true
8 apr 2025,Windows,Windows Server 2019,,Elevation of Privilege,Important,5055519,https://support.microsoft.com/help/5055519,5053596,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5055519,10.0.17763.7136,CVE-2025-26648,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2025-26648,7.8,6.8,true
8 apr 2025,Windows,Windows Server 2019,,Spoofing,Important,5055519,https://support.microsoft.com/help/5055519,5053596,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5055519,10.0.17763.7136,CVE-2025-26644,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2025-26644,5.1,4.5,true
8 apr 2025,Windows,Windows Server 2016,,Denial of Service,Important,5055521,https://support.microsoft.com/help/5055521,5053594,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5055521,10.0.14393.7969,CVE-2025-26641,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2025-26641,7.5,6.5,true
8 apr 2025,Windows,Windows Server 2019,,Denial of Service,Important,5055519,https://support.microsoft.com/help/5055519,5053596,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5055519,10.0.17763.7136,CVE-2025-26641,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2025-26641,7.5,6.5,true
8 apr 2025,Windows,Windows Server 2016,,Security Feature Bypass,Important,5055521,https://support.microsoft.com/help/5055521,5053594,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5055521,10.0.14393.7969,CVE-2025-26637,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2025-26637,6.8,5.9,true
8 apr 2025,Windows,Windows Server 2019,,Security Feature Bypass,Important,5055519,https://support.microsoft.com/help/5055519,5053596,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5055519,10.0.17763.7136,CVE-2025-26637,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2025-26637,6.8,5.9,true
8 apr 2025,Windows,Windows Server 2019,,Security Feature Bypass,Important,5055519,https://support.microsoft.com/help/5055519,5053596,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5055519,10.0.17763.7136,CVE-2025-26635,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2025-26635,6.5,5.7,true
8 apr 2025,Windows,Windows Server 2019,,Elevation of Privilege,Important,5055519,https://support.microsoft.com/help/5055519,5053596,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5055519,10.0.17763.7136,CVE-2025-24058,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2025-24058,7.8,6.8,true
8 apr 2025,Windows,Windows Server 2016,,Remote Code Execution,Important,5055521,https://support.microsoft.com/help/5055521,5053594,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5055521,10.0.14393.7969,CVE-2025-21222,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2025-21222,8.8,7.7,true
8 apr 2025,Windows,Windows Server 2019,,Remote Code Execution,Important,5055519,https://support.microsoft.com/help/5055519,5053596,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5055519,10.0.17763.7136,CVE-2025-21222,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2025-21222,8.8,7.7,true
8 apr 2025,Windows,Windows Server 2016,,Remote Code Execution,Important,5055521,https://support.microsoft.com/help/5055521,5053594,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5055521,10.0.14393.7969,CVE-2025-21221,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2025-21221,8.8,7.7,true
8 apr 2025,Windows,Windows Server 2019,,Remote Code Execution,Important,5055519,https://support.microsoft.com/help/5055519,5053596,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5055519,10.0.17763.7136,CVE-2025-21221,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2025-21221,8.8,7.7,true
8 apr 2025,Windows,Windows Server 2016,,Elevation of Privilege,Important,5055521,https://support.microsoft.com/help/5055521,5053594,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5055521,10.0.14393.7969,CVE-2025-21204,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2025-21204,7.8,6.8,true
8 apr 2025,Windows,Windows Server 2019,,Elevation of Privilege,Important,5055519,https://support.microsoft.com/help/5055519,5053596,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5055519,10.0.17763.7136,CVE-2025-21204,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2025-21204,7.8,6.8,true
8 apr 2025,Windows,Windows Server 2016,,Information Disclosure,Important,5055521,https://support.microsoft.com/help/5055521,5053594,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5055521,10.0.14393.7969,CVE-2025-21203,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2025-21203,6.5,5.7,true
8 apr 2025,Windows,Windows Server 2019,,Information Disclosure,Important,5055519,https://support.microsoft.com/help/5055519,5053596,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5055519,10.0.17763.7136,CVE-2025-21203,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2025-21203,6.5,5.7,true
8 apr 2025,Windows,Windows Server 2016,,Remote Code Execution,Important,5055521,https://support.microsoft.com/help/5055521,5053594,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5055521,10.0.14393.7969,CVE-2025-21205,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2025-21205,8.8,7.7,true
8 apr 2025,Windows,Windows Server 2019,,Remote Code Execution,Important,5055519,https://support.microsoft.com/help/5055519,5053596,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5055519,10.0.17763.7136,CVE-2025-21205,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2025-21205,8.8,7.7,true
8 apr 2025,Windows,Windows Server 2016,,Elevation of Privilege,Important,5055521,https://support.microsoft.com/help/5055521,5053594,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5055521,10.0.14393.7969,CVE-2025-21191,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2025-21191,7.0,6.1,true
8 apr 2025,Windows,Windows Server 2019,,Elevation of Privilege,Important,5055519,https://support.microsoft.com/help/5055519,5053596,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5055519,10.0.17763.7136,CVE-2025-21191,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2025-21191,7.0,6.1,true
8 apr 2025,Windows,Windows Server 2016,,Information Disclosure,Important,5055521,https://support.microsoft.com/help/5055521,5053594,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5055521,10.0.14393.7969,CVE-2025-21197,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2025-21197,6.5,5.7,true
8 apr 2025,Windows,Windows Server 2019,,Information Disclosure,Important,5055519,https://support.microsoft.com/help/5055519,5053596,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5055519,10.0.17763.7136,CVE-2025-21197,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2025-21197,6.5,5.7,true
8 apr 2025,Windows,Windows Server 2016,,Denial of Service,Important,5055521,https://support.microsoft.com/help/5055521,5053594,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5055521,10.0.14393.7969,CVE-2025-21174,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2025-21174,7.5,6.5,true
8 apr 2025,Windows,Windows Server 2019,,Denial of Service,Important,5055519,https://support.microsoft.com/help/5055519,5053596,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5055519,10.0.17763.7136,CVE-2025-21174,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2025-21174,7.5,6.5,true
8 apr 2025,Windows,Windows Server 2019,,Elevation of Privilege,Important,5055519,https://support.microsoft.com/help/5055519,5053596,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5055519,10.0.17763.7136,CVE-2025-24073,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2025-24073,7.8,6.8,true
8 apr 2025,Windows,Windows Server 2019,,Elevation of Privilege,Important,5055519,https://support.microsoft.com/help/5055519,5053596,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5055519,10.0.17763.7136,CVE-2025-24074,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2025-24074,7.8,6.8,true
8 apr 2025,Windows,Windows Server 2016,,Elevation of Privilege,Important,5055521,https://support.microsoft.com/help/5055521,5053594,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5055521,10.0.14393.7969,CVE-2025-29824,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2025-29824,7.8,7.2,true
8 apr 2025,Windows,Windows Server 2019,,Elevation of Privilege,Important,5055519,https://support.microsoft.com/help/5055519,5053596,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5055519,10.0.17763.7136,CVE-2025-29824,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2025-29824,7.8,7.2,true
8 apr 2025,Windows,Windows Server 2016,,Information Disclosure,Important,5055521,https://support.microsoft.com/help/5055521,5053594,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5055521,10.0.14393.7969,CVE-2025-27742,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2025-27742,5.5,4.8,true
8 apr 2025,Windows,Windows Server 2019,,Information Disclosure,Important,5055519,https://support.microsoft.com/help/5055519,5053596,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5055519,10.0.17763.7136,CVE-2025-27742,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2025-27742,5.5,4.8,true
8 apr 2025,Windows,Windows Server 2016,,Elevation of Privilege,Important,5055521,https://support.microsoft.com/help/5055521,5053594,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5055521,10.0.14393.7969,CVE-2025-27741,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2025-27741,7.8,6.8,true
8 apr 2025,Windows,Windows Server 2019,,Elevation of Privilege,Important,5055519,https://support.microsoft.com/help/5055519,5053596,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5055519,10.0.17763.7136,CVE-2025-27741,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2025-27741,7.8,6.8,true
8 apr 2025,Windows,Windows Server 2016,,Elevation of Privilege,Important,5055521,https://support.microsoft.com/help/5055521,5053594,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5055521,10.0.14393.7969,CVE-2025-27740,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2025-27740,8.8,7.7,true
8 apr 2025,Windows,Windows Server 2019,,Elevation of Privilege,Important,5055519,https://support.microsoft.com/help/5055519,5053596,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5055519,10.0.17763.7136,CVE-2025-27740,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2025-27740,8.8,7.7,true
8 apr 2025,Windows,Windows Server 2016,,Denial of Service,Important,5055521,https://support.microsoft.com/help/5055521,5053594,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5055521,10.0.14393.7969,CVE-2025-27479,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2025-27479,7.5,6.5,true
8 apr 2025,Windows,Windows Server 2019,,Denial of Service,Important,5055519,https://support.microsoft.com/help/5055519,5053596,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5055519,10.0.17763.7136,CVE-2025-27479,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2025-27479,7.5,6.5,true
8 apr 2025,Windows,Windows Server 2016,,Elevation of Privilege,Important,5055521,https://support.microsoft.com/help/5055521,5053594,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5055521,10.0.14393.7969,CVE-2025-27478,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2025-27478,7.0,6.1,true
8 apr 2025,Windows,Windows Server 2019,,Elevation of Privilege,Important,5055519,https://support.microsoft.com/help/5055519,5053596,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5055519,10.0.17763.7136,CVE-2025-27478,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2025-27478,7.0,6.1,true
8 apr 2025,Windows,Windows Server 2016,,Remote Code Execution,Important,5055521,https://support.microsoft.com/help/5055521,5053594,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5055521,10.0.14393.7969,CVE-2025-27477,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2025-27477,8.8,7.7,true
8 apr 2025,Windows,Windows Server 2019,,Remote Code Execution,Important,5055519,https://support.microsoft.com/help/5055519,5053596,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5055519,10.0.17763.7136,CVE-2025-27477,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2025-27477,8.8,7.7,true
8 apr 2025,Windows,Windows Server 2019,,Elevation of Privilege,Important,5055519,https://support.microsoft.com/help/5055519,5053596,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5055519,10.0.17763.7136,CVE-2025-27476,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2025-27476,7.8,6.8,true
8 apr 2025,Windows,Windows Server 2016,,Information Disclosure,Important,5055521,https://support.microsoft.com/help/5055521,5053594,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5055521,10.0.14393.7969,CVE-2025-27474,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2025-27474,6.5,5.7,true
8 apr 2025,Windows,Windows Server 2019,,Information Disclosure,Important,5055519,https://support.microsoft.com/help/5055519,5053596,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5055519,10.0.17763.7136,CVE-2025-27474,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2025-27474,6.5,5.7,true
8 apr 2025,Windows,Windows Server 2016,,Denial of Service,Important,5055521,https://support.microsoft.com/help/5055521,5053594,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5055521,10.0.14393.7969,CVE-2025-27473,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2025-27473,7.5,6.5,true
8 apr 2025,Windows,Windows Server 2019,,Denial of Service,Important,5055519,https://support.microsoft.com/help/5055519,5053596,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5055519,10.0.17763.7136,CVE-2025-27473,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2025-27473,7.5,6.5,true
8 apr 2025,Windows,Windows Server 2016,,Denial of Service,Important,5055521,https://support.microsoft.com/help/5055521,5053594,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5055521,10.0.14393.7969,CVE-2025-27470,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2025-27470,7.5,6.5,true
8 apr 2025,Windows,Windows Server 2019,,Denial of Service,Important,5055519,https://support.microsoft.com/help/5055519,5053596,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5055519,10.0.17763.7136,CVE-2025-27470,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2025-27470,7.5,6.5,true
8 apr 2025,Windows,Windows Server 2016,,Denial of Service,Important,5055521,https://support.microsoft.com/help/5055521,5053594,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5055521,10.0.14393.7969,CVE-2025-27471,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2025-27471,5.9,5.2,true
8 apr 2025,Windows,Windows Server 2019,,Denial of Service,Important,5055519,https://support.microsoft.com/help/5055519,5053596,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5055519,10.0.17763.7136,CVE-2025-27471,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2025-27471,5.9,5.2,true
8 apr 2025,Windows,Windows Server 2016,,Elevation of Privilege,Important,5055521,https://support.microsoft.com/help/5055521,5053594,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5055521,10.0.14393.7969,CVE-2025-26688,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2025-26688,7.8,6.8,true
8 apr 2025,Windows,Windows Server 2019,,Elevation of Privilege,Important,5055519,https://support.microsoft.com/help/5055519,5053596,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5055519,10.0.17763.7136,CVE-2025-26688,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2025-26688,7.8,6.8,true
8 apr 2025,Windows,Windows Server 2019,,Elevation of Privilege,Important,5055519,https://support.microsoft.com/help/5055519,5053596,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5055519,10.0.17763.7136,CVE-2025-26687,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2025-26687,7.5,6.5,true
8 apr 2025,Windows,Windows Server 2016,,Remote Code Execution,Critical,5055521,https://support.microsoft.com/help/5055521,5053594,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5055521,10.0.14393.7969,CVE-2025-26686,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2025-26686,7.5,6.5,true
